Name,AbelHashPower,AbelHash (Mh/s),Autolykos2+PyrinHash-2 (Gh/s),Autolykos2+PyrinHashPower (Watt),Autolykos2+PyrinHash (Mh/s),Autolykos2+SHA512256d-2 (Mh/s),Autolykos2+SHA512256dPower (Watt),Autolykos2+SHA512256d (Mh/s),Autolykos2Power (Watt),Autolykos2 (Mh/s),BEAMPower (Watt),BEAM (Sol/s),CryptoNightGPUPower (Watt),CryptoNightGPU (H/s),Cuckatoo31Power (Watt),Cuckatoo31 (Gp/s),Cuckatoo32Power (Watt),Cuckatoo32 (Gp/s),CuckooCortexPower (Watt),CuckooCortex (Gp/s),CuckoocyclePower (Watt),Cuckoocycle (Gp/s),CurvehashPower (Watt),Curvehash (Mh/s),DynexSolvePower (Watt),DynexSolve (H/s),Etchash+SHA512256d-2 (Mh/s),Etchash+SHA512256dPower (Watt),Etchash+SHA512256d (Mh/s),EtchashPower (Watt),Etchash (Mh/s),Ethash+Kawpow-2 (Mh/s),Ethash+KawpowPower (Watt),Ethash+Kawpow (Mh/s),EthashPower (Watt),Ethash (Mh/s),EvrProgPowPower (Watt),EvrProgPow (Mh/s),FiroPowPower (Watt),FiroPow (Mh/s),FishHash+PyrinHash-2 (Gh/s),FishHash+PyrinHashPower (Watt),FishHash+PyrinHash (Mh/s),FishHashPower (Watt),FishHash (Mh/s),GhostriderPower (Watt),Ghostrider (H/s),HooHashPower (Watt),HooHash (Mh/s),KawpowPower (Watt),Kawpow (Mh/s),MeowPoWPower (Watt),MeowPoW (Mh/s),MerakiPower (Watt),Meraki (Mh/s),NexapowPower (Watt),Nexapow (Mh/s),Octopus+PyrinHash-2 (Gh/s),Octopus+PyrinHashPower (Watt),Octopus+PyrinHash (Mh/s),Octopus+SHA512256d-2 (Mh/s),Octopus+SHA512256dPower (Watt),Octopus+SHA512256d (Mh/s),OctopusPower (Watt),Octopus (Mh/s),ProgPowZPower (Watt),ProgPowZ (Mh/s),PyrinHashPower (Watt),PyrinHash (Gh/s),SHA512256dPower (Watt),SHA512256d (Mh/s),SkydogePower (Watt),Skydoge (Mh/s),VerthashPower (Watt),Verthash (Kh/s),WarthogPower (Watt),Warthog (Mh/s),X16RTPower (Watt),X16RT (Mh/s),XelisHashv2Power (Watt),XelisHashv2 (Kh/s),ZelHashPower (Watt),ZelHash (Sol/s),ZhashPower (Watt),Zhash (Sol/s),a2000 (A2000),a380 (A380),a4000 (A4000),a5000 (A5000),a750 (A750),a770 (A770),b580 (B580),bc160 (BC160),bc250 (BC250),cmp100210 (CMP100210),cmp170 (CMP170),cmp30 (CMP30),cmp40 (CMP40),cmp50 (CMP50),cmp70 (CMP70),cmp90 (CMP90),kwh ($/kWh),p102 (P102),p104 (P104),p106 (P106),vega56 (VEGA56),vega64 (VEGA64),vii (VII),zkSNARKPower (Watt),zkSNARK (Mproof/s)
3090,290.0,122.15,0.0,0.0,0.0,1000.0,241.0,192.7,263.0,268.31,256.0,55.89,222.0,5300.0,0.0,0.0,280.0,1.22,316.0,6.6,196.0,4.98,0.0,0.0,179.0,7760.0,0.0,0.0,0.0,319.0,120.26,0.0,0.0,0.0,290.0,122.15,0.0,0.0,347.0,60.23,0.0,0.0,0.0,268.0,79.43,0.0,0.0,0.0,0.0,320.0,50.21,0.0,0.0,0.0,0.0,238.0,131.12,0.0,0.0,0.0,643.35,374.0,107.27,343.0,110.83,344.0,56.71,228.0,8.7,109.0,1110.0,148.0,18.48,208.0,1960.0,0.0,0.0,0.0,0.0,223.0,42.21,329.0,123.76,240.0,124.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,235.0,0.62
3080TI,269.0,116.75,0.0,0.0,0.0,0.0,0.0,0.0,197.0,242.18,249.0,58.8,200.0,4370.0,0.0,0.0,317.0,1.28,282.0,6.33,260.0,14.43,198.0,17.14,208.0,8780.0,0.0,0.0,0.0,284.0,119.8,32.18,282.0,37.04,284.0,119.8,348.0,58.24,329.0,54.39,5.35,348.0,75.6,258.0,77.73,126.0,2404.0,118.0,445.0,329.0,53.99,298.0,57.57,320.0,118.63,243.0,133.77,2.98,341.0,105.81,466.49,339.0,106.02,337.0,111.55,334.0,55.6,177.0,7.52,136.0,1250.0,199.0,27.4,201.0,1780.0,0.0,0.0,186.0,35.52,228.0,47.04,259.0,101.41,249.0,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,219.0,0.73
308012,251.0,110.33,4.24,249.0,226.54,977.11,234.0,195.41,249.0,242.0,249.0,54.75,0.0,0.0,0.0,0.0,299.0,1.16,233.0,5.28,0.0,0.0,182.0,15.04,195.0,8330.0,0.0,0.0,0.0,264.0,112.04,0.0,0.0,0.0,264.0,112.04,322.0,56.64,0.0,0.0,4.6,322.0,73.49,249.0,75.53,119.0,2276.0,106.0,390.0,249.0,36.15,293.0,57.5,0.0,0.0,224.0,111.37,2.06,314.0,104.98,470.23,318.0,94.04,339.0,105.78,306.0,48.22,156.0,6.58,120.0,1100.0,186.0,25.05,0.0,0.0,0.0,0.0,174.0,31.24,219.0,47.04,264.0,104.78,249.0,131.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,190.0,0.53
3080,244.0,96.96,0.0,0.0,0.0,0.0,0.0,0.0,181.0,213.1,249.0,51.2,178.0,3690.0,0.0,0.0,289.0,1.04,253.0,5.11,221.0,13.57,185.0,14.64,191.0,7170.0,0.0,0.0,0.0,223.0,98.92,0.0,0.0,0.0,223.0,98.92,302.0,47.42,249.0,42.13,5.18,319.0,60.43,229.0,61.14,119.0,1987.0,118.0,379.0,250.0,42.17,278.0,49.17,280.0,96.6,215.0,113.72,3.37,318.0,87.38,451.03,318.0,93.97,260.0,90.73,299.0,49.0,156.0,6.4,124.0,1060.0,182.0,23.14,163.0,1520.0,0.0,0.0,171.0,30.14,207.0,39.59,254.0,102.02,319.0,154.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,194.0,0.53
3070TIM,113.0,60.84,0.0,0.0,0.0,607.7,121.0,108.55,105.0,137.03,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,94.0,4760.0,0.0,0.0,0.0,114.0,60.81,0.0,0.0,0.0,114.0,60.77,158.0,30.15,0.0,0.0,0.0,0.0,0.0,110.0,40.53,0.0,0.0,92.0,254.0,137.0,30.58,0.0,0.0,124.0,60.13,123.0,77.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,30.4,101.0,4.28,87.0,706.88,80.0,11.44,0.0,0.0,0.0,0.0,0.0,0.0,128.0,29.93,117.0,63.8,116.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,126.0,0.43
3070TI,180.0,79.87,0.0,0.0,0.0,0.0,0.0,0.0,131.0,159.53,0.0,0.0,118.0,2900.0,0.0,0.0,218.0,0.77,169.0,3.5,179.0,10.15,125.0,10.6,138.0,5320.0,0.0,0.0,0.0,189.0,80.23,0.0,0.0,0.0,189.0,80.23,247.0,38.78,229.0,36.77,3.25,254.0,48.26,169.0,51.8,81.0,1531.0,73.0,265.0,223.0,36.27,0.0,0.0,219.0,76.31,138.0,80.49,2.06,243.0,70.38,390.64,244.0,67.27,228.0,73.68,244.0,38.94,100.0,4.47,78.0,743.0,123.0,17.06,137.0,1230.0,0.0,0.0,110.0,21.65,159.0,31.36,179.0,72.45,149.0,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,125.0,0.37
3070M,103.0,58.77,0.0,0.0,0.0,519.23,101.0,108.22,89.0,135.22,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,78.0,4160.0,0.0,0.0,0.0,103.0,59.16,0.0,0.0,0.0,103.0,59.14,123.0,23.91,0.0,0.0,0.0,0.0,0.0,99.0,39.16,0.0,0.0,69.0,220.0,112.0,23.55,0.0,0.0,114.0,56.11,110.0,67.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,23.98,89.0,3.72,63.0,614.27,60.0,10.18,0.0,0.0,0.0,0.0,0.0,0.0,112.0,26.03,97.0,47.8,101.0,68.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,106.0,0.38
3070,127.0,59.34,0.0,0.0,0.0,0.0,0.0,0.0,120.0,158.36,124.0,35.6,116.0,2830.0,0.0,0.0,188.0,0.72,149.0,3.61,148.0,10.72,123.0,10.47,104.0,5230.0,0.0,0.0,0.0,118.0,62.34,0.0,0.0,0.0,113.0,60.77,152.0,30.14,143.0,29.78,3.62,194.0,38.4,120.0,39.58,78.0,1427.0,66.0,254.0,150.0,30.59,144.0,29.72,144.0,58.62,121.0,77.12,2.38,192.0,55.91,397.1,172.0,54.73,140.0,57.92,149.0,29.67,103.0,4.28,81.0,712.0,117.0,16.59,95.0,1112.0,0.0,0.0,102.0,20.7,111.0,27.97,134.0,67.15,199.0,109.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,120.0,0.36
3060TIX,152.0,62.95,0.0,0.0,0.0,0.0,0.0,0.0,122.0,161.18,0.0,0.0,95.0,2220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,3970.0,0.0,0.0,0.0,154.0,62.91,0.0,0.0,0.0,155.0,62.91,199.0,30.78,0.0,0.0,0.0,0.0,0.0,150.0,43.32,0.0,0.0,63.0,212.0,196.0,30.95,0.0,0.0,174.0,60.87,111.0,63.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,29.77,73.0,3.54,62.0,584.98,71.0,9.46,0.0,0.0,0.0,0.0,0.0,0.0,122.0,27.37,151.0,56.0,157.0,82.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,109.0,0.36
3060TI,116.0,59.48,0.0,0.0,0.0,0.0,0.0,0.0,104.0,158.33,152.0,29.5,86.0,2180.0,0.0,0.0,164.0,0.62,149.0,3.26,139.0,9.49,102.0,8.67,90.0,4510.0,0.0,0.0,0.0,119.0,59.88,0.0,0.0,0.0,125.0,60.54,168.0,29.47,149.0,29.44,2.96,182.0,38.58,109.0,38.4,64.0,1234.0,59.0,214.0,149.0,29.63,132.0,29.18,129.0,55.02,108.0,63.73,1.76,180.0,54.22,331.12,144.0,45.26,171.0,56.68,168.0,29.62,83.0,3.61,56.0,601.0,98.0,14.69,94.0,1060.0,0.0,0.0,77.0,17.28,126.0,29.59,119.0,56.01,149.0,85.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,95.0,0.3
3060M,102.0,45.5,0.0,0.0,0.0,453.61,110.0,78.25,84.0,101.58,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,82.0,3200.0,0.0,0.0,0.0,93.0,45.42,0.0,0.0,0.0,93.0,45.4,121.0,22.51,0.0,0.0,0.0,0.0,0.0,100.0,30.31,0.0,0.0,75.0,165.0,104.0,22.65,0.0,0.0,110.0,44.32,83.0,43.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,22.68,80.0,2.79,52.0,461.67,80.0,8.65,0.0,0.0,0.0,0.0,0.0,0.0,96.0,18.86,78.0,35.8,79.0,50.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,97.0,0.28
3060,105.0,47.2,0.0,0.0,0.0,0.0,0.0,0.0,91.0,117.67,135.0,27.0,74.0,1990.0,135.0,1.33,135.0,0.5,125.0,2.6,135.0,7.3,79.0,6.27,72.0,3460.0,0.0,0.0,0.0,118.0,48.89,0.0,0.0,0.0,112.0,48.31,131.0,23.47,129.0,23.54,2.15,139.0,30.73,97.0,30.97,55.0,949.0,47.0,158.0,130.0,22.71,110.0,22.23,107.0,41.17,84.0,46.91,1.03,132.0,43.26,176.77,115.0,36.82,135.0,45.49,132.0,23.26,65.0,2.66,49.0,442.0,75.0,10.87,0.0,0.0,0.0,0.0,63.0,12.73,103.0,21.8,114.0,44.63,114.0,61.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,73.0,0.22
3050,85.0,29.74,0.0,0.0,0.0,0.0,0.0,0.0,67.0,76.49,77.0,15.6,61.0,1420.0,0.0,0.0,104.0,0.33,85.0,1.4,0.0,0.0,52.0,3.63,53.0,2390.0,0.0,0.0,0.0,70.0,29.69,0.0,0.0,0.0,85.0,29.69,102.0,14.73,0.0,0.0,1.56,110.0,19.25,75.0,19.16,43.0,625.0,37.0,111.0,101.0,14.9,81.0,14.15,85.0,27.09,67.0,33.45,0.92,110.0,28.1,171.84,90.0,23.62,108.0,28.3,105.0,14.82,48.0,1.88,39.0,313.0,57.0,7.48,0.0,0.0,0.0,0.0,51.0,9.14,78.0,14.51,99.0,24.54,79.0,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,57.0,0.16
2080TI,141.0,59.26,0.0,0.0,0.0,0.0,0.0,0.0,141.0,112.58,155.0,30.71,182.0,3000.0,0.0,0.0,0.0,0.0,192.0,4.42,0.0,0.0,0.0,0.0,130.0,5510.0,0.0,0.0,0.0,160.0,57.46,0.0,0.0,0.0,0.0,0.0,183.0,28.94,0.0,0.0,0.0,0.0,0.0,138.0,39.37,97.0,1066.0,116.0,341.0,171.0,31.43,0.0,0.0,196.0,77.38,210.0,92.99,0.0,0.0,0.0,0.0,0.0,0.0,236.0,75.2,212.0,32.79,168.0,6.01,134.0,1060.0,136.0,16.35,0.0,0.0,0.0,0.0,0.0,0.0,141.0,20.55,160.0,69.86,142.0,95.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,167.0,0.33
2080S,114.0,41.79,0.0,0.0,0.0,0.0,0.0,0.0,108.0,78.9,0.0,0.0,105.0,2140.0,0.0,0.0,168.0,0.67,145.0,3.31,0.0,0.0,0.0,0.0,85.0,4020.0,0.0,0.0,0.0,160.0,46.0,0.0,0.0,0.0,160.0,46.0,144.0,20.46,0.0,0.0,0.0,0.0,0.0,111.0,28.02,70.0,784.0,77.0,241.0,150.0,24.36,0.0,0.0,149.0,57.61,130.0,69.88,0.0,0.0,0.0,0.0,0.0,0.0,147.0,52.45,148.0,22.98,100.0,4.36,84.0,749.0,85.0,11.89,0.0,0.0,0.0,0.0,0.0,0.0,105.0,14.93,123.0,46.8,171.0,92.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,111.0,0.28
2080,111.0,43.05,0.0,0.0,0.0,0.0,0.0,0.0,105.0,81.83,108.0,22.68,126.0,2100.0,0.0,0.0,0.0,0.0,176.0,3.13,0.0,0.0,0.0,0.0,88.0,4020.0,0.0,0.0,0.0,114.0,43.15,0.0,0.0,0.0,114.0,43.1,132.0,19.61,0.0,0.0,0.0,0.0,0.0,110.0,28.61,71.0,774.0,78.0,229.0,179.0,25.85,0.0,0.0,139.0,55.69,153.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,53.25,160.0,22.03,107.0,4.18,87.0,710.0,94.0,11.41,0.0,0.0,0.0,0.0,0.0,0.0,112.0,15.0,114.0,61.0,170.0,84.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,128.0,0.27
2070S,108.0,43.63,0.0,0.0,0.0,0.0,0.0,0.0,102.0,81.69,123.0,24.0,122.0,2090.0,0.0,0.0,149.0,0.56,142.0,2.82,0.0,0.0,0.0,0.0,95.0,3960.0,0.0,0.0,0.0,109.0,44.15,0.0,0.0,0.0,109.0,44.1,116.0,17.04,0.0,0.0,0.0,0.0,0.0,105.0,28.94,78.0,765.0,84.0,201.0,196.0,26.46,0.0,0.0,131.0,50.84,135.0,61.3,0.0,0.0,0.0,0.0,0.0,0.0,125.0,45.34,139.0,19.34,104.0,3.64,88.0,623.0,95.0,10.34,0.0,0.0,0.0,0.0,0.0,0.0,102.0,15.29,149.0,53.1,134.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,120.0,0.24
2070,92.0,42.99,0.0,0.0,0.0,0.0,0.0,0.0,92.0,81.52,133.0,23.0,86.0,1600.0,0.0,0.0,140.0,0.5,138.0,2.51,0.0,0.0,0.0,0.0,74.0,3680.0,0.0,0.0,0.0,99.0,42.47,0.0,0.0,0.0,99.0,42.43,111.0,15.34,0.0,0.0,0.0,0.0,0.0,91.0,28.43,71.0,736.0,69.0,181.0,148.0,21.15,0.0,0.0,119.0,45.76,114.0,50.04,0.0,0.0,0.0,0.0,0.0,0.0,125.0,49.17,114.0,17.31,97.0,3.17,69.0,557.0,82.0,9.21,0.0,0.0,0.0,0.0,0.0,0.0,99.0,14.72,140.0,46.8,135.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,104.0,0.18
2060S,101.0,42.95,0.0,0.0,0.0,0.0,0.0,0.0,99.0,86.65,124.0,23.8,101.0,1580.0,0.0,0.0,124.0,0.45,124.0,2.32,0.0,0.0,0.0,0.0,79.0,3490.0,0.0,0.0,0.0,105.0,43.49,0.0,0.0,0.0,105.0,43.43,106.0,14.6,0.0,0.0,0.0,0.0,0.0,96.0,28.35,63.0,737.0,64.0,171.0,149.0,19.89,0.0,0.0,119.0,32.5,116.0,48.04,0.0,0.0,0.0,0.0,0.0,0.0,124.0,47.89,124.0,15.9,81.0,3.0,68.0,528.0,72.0,8.79,0.0,0.0,0.0,0.0,0.0,0.0,97.0,14.63,123.0,41.8,124.0,61.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,96.0,0.16
206012,88.0,33.58,0.0,0.0,0.0,0.0,0.0,0.0,84.0,64.15,128.0,16.8,96.0,1620.0,0.0,0.0,0.0,0.0,121.0,2.21,0.0,0.0,0.0,0.0,74.0,2770.0,0.0,0.0,0.0,86.0,33.7,0.0,0.0,0.0,86.0,33.61,98.0,14.6,0.0,0.0,0.0,0.0,0.0,82.0,21.98,58.0,592.0,65.0,170.0,148.0,20.04,0.0,0.0,0.0,0.0,113.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,16.42,88.0,3.0,70.0,526.0,71.0,8.28,0.0,0.0,0.0,0.0,0.0,0.0,91.0,11.35,146.0,35.5,150.0,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,90.0,0.16
2060,77.0,32.62,0.0,0.0,0.0,0.0,0.0,0.0,75.0,65.2,71.0,17.2,91.0,1530.0,0.0,0.0,124.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2940.0,0.0,0.0,0.0,80.0,32.74,0.0,0.0,0.0,80.0,32.72,84.0,12.79,0.0,0.0,0.0,0.0,0.0,76.0,21.69,52.0,559.0,55.0,150.0,125.0,17.76,0.0,0.0,103.0,29.12,93.0,41.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,14.55,74.0,2.68,59.0,466.0,63.0,7.56,0.0,0.0,0.0,0.0,0.0,0.0,72.0,11.05,123.0,39.4,124.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,83.0,0.16
1660TI,58.0,29.26,0.0,0.0,0.0,0.0,0.0,0.0,54.0,55.47,97.0,14.2,51.0,1160.0,0.0,0.0,124.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2440.0,0.0,0.0,0.0,56.0,27.96,0.0,0.0,0.0,57.0,27.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,19.46,32.0,472.0,0.0,0.0,72.0,12.9,0.0,0.0,78.0,32.76,63.0,33.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,11.66,42.0,1.21,38.0,373.0,48.0,6.21,46.0,427.9,0.0,0.0,0.0,0.0,54.0,9.25,98.0,27.2,59.0,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,44.0,0.07
1660S,72.0,31.49,0.0,0.0,0.0,0.0,0.0,0.0,72.0,61.41,76.0,13.8,62.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2720.0,0.0,0.0,0.0,75.0,31.74,0.0,0.0,0.0,75.0,31.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,20.87,48.0,464.0,0.0,0.0,84.0,11.83,0.0,0.0,104.0,30.73,72.0,31.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,10.63,50.0,1.11,45.0,343.0,52.0,5.85,62.0,325.68,0.0,0.0,0.0,0.0,63.0,9.96,72.0,19.7,70.0,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,50.0,0.06
1660,39.0,22.39,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.43,0.0,0.0,46.0,1150.0,0.0,0.0,59.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2550.0,0.0,0.0,0.0,79.0,25.91,0.0,0.0,0.0,78.0,25.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,15.77,33.0,520.0,0.0,0.0,62.0,11.75,0.0,0.0,60.0,23.71,56.0,30.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,10.61,39.0,1.11,30.0,343.0,36.0,5.79,31.0,412.68,0.0,0.0,0.0,0.0,44.0,7.86,44.0,18.4,50.0,33.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,33.0,0.06
1080TI,123.0,27.85,0.0,0.0,0.0,0.0,0.0,0.0,148.0,65.63,149.0,20.8,107.0,1960.0,0.0,0.0,0.0,0.0,198.0,2.98,0.0,0.0,0.0,0.0,120.0,3790.0,0.0,0.0,0.0,170.0,51.2,0.0,0.0,0.0,198.0,43.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,21.83,0.0,0.0,108.0,216.0,179.0,23.9,0.0,0.0,0.0,0.0,124.0,15.85,0.0,0.0,0.0,0.0,0.0,0.0,195.0,13.95,170.0,22.42,94.0,1.85,125.0,640.0,0.0,0.0,103.0,533.6,0.0,0.0,0.0,0.0,126.0,16.37,182.0,53.4,179.0,91.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,95.0,0.1
1080,90.0,21.77,0.0,0.0,0.0,0.0,0.0,0.0,125.0,69.43,128.0,16.62,81.0,1400.0,0.0,0.0,0.0,0.0,135.0,1.58,0.0,0.0,0.0,0.0,83.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,33.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,17.09,0.0,0.0,82.0,154.0,135.0,15.88,0.0,0.0,0.0,0.0,118.0,11.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,17.18,73.0,1.3,88.0,432.0,0.0,0.0,65.0,355.23,0.0,0.0,0.0,0.0,89.0,10.8,145.0,40.4,144.0,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,69.0,0.07
1070TI,87.0,21.78,0.0,0.0,0.0,0.0,0.0,0.0,118.0,61.63,129.0,17.05,85.0,1330.0,0.0,0.0,0.0,0.0,133.0,1.5,0.0,0.0,0.0,0.0,90.0,2860.0,0.0,0.0,0.0,110.0,32.59,0.0,0.0,0.0,125.0,32.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,17.09,0.0,0.0,83.0,144.0,133.0,14.91,0.0,0.0,0.0,0.0,108.0,7.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,14.28,77.0,1.24,89.0,404.0,0.0,0.0,69.0,431.38,0.0,0.0,0.0,0.0,75.0,10.47,135.0,37.5,139.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,52.0,0.07
1070,72.0,16.38,0.0,0.0,0.0,0.0,0.0,0.0,129.0,57.1,95.0,14.4,64.0,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2670.0,0.0,0.0,0.0,120.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,12.86,0.0,0.0,60.0,115.0,140.0,13.29,0.0,0.0,0.0,0.0,78.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,14.17,60.0,0.98,90.0,357.0,0.0,0.0,68.0,441.68,0.0,0.0,0.0,0.0,83.0,10.3,98.0,29.3,100.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,60.0,0.06
1060,62.0,15.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1790.0,0.0,0.0,0.0,85.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,12.33,0.0,0.0,49.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.66,33.0,154.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,7.57,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,43.0,0.04
1050TI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,5.26,38.0,0.42,52.0,124.36,0.0,0.0,75.0,225.0,0.0,0.0,0.0,0.0,42.0,5.49,75.0,9.0,75.0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,40.0,0.03
A2000,65.0,39.79,0.0,0.0,0.0,238.0,68.0,74.46,69.0,100.15,68.0,21.24,48.0,1160.0,0.0,0.0,68.0,0.19,0.0,0.0,0.0,0.0,68.0,5.22,46.0,2440.0,0.0,0.0,0.0,65.0,39.77,0.0,0.0,0.0,65.0,39.75,0.0,0.0,68.0,15.86,0.0,0.0,0.0,64.0,27.47,0.0,0.0,0.0,0.0,69.0,15.05,0.0,0.0,0.0,0.0,63.0,34.08,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6.19,69.0,14.27,66.0,2.64,45.0,410.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,17.14,68.0,33.8,68.0,47.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,59.0,0.15
